	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_23D_1	F_23D_2	F_23D_3	Tom3D1	Tom3D2	Tom3D3
ENSMUSG00000078566	2079.08928707727	-2.0061775398231103	0.275572532213928	2.02847629690976e-14	2.4060849614114197e-11	BNIP3	20.4213263798	9.72881744849	9.96608638148	51.253053603999994	51.327853286599996	73.8990656324
ENSMUSG00000010095	3469.04622069416	1.04555350550491	0.14579129094037	1.89345174452106e-13	2.0855018500367701e-10	SLC3A2	92.7405278989	86.5339741727	86.8347994866	41.7350106386	37.8529818412	47.2184966875
ENSMUSG00000024810	1344.17728038943	-1.4961119476321203	0.22107898797376505	1.3030563912457398e-12	1.33954197020062e-09	IL33	4.93660830611	3.96470138985	4.47941837798	12.9604687927	13.545814923399998	13.364991355499999
ENSMUSG00000053113	1339.5116880032401	-0.986615628404891	0.14284515431645	1.41676161250697e-12	1.36540400405359e-09	SOCS3	18.5050870699	14.9392131985	12.888699815699999	27.8242952231	24.6200642282	41.9746638185
ENSMUSG00000035105	2435.86284156918	-1.81075607521094	0.272334121188118	2.04140518219867e-12	1.85167458291197e-09	EGLN3	14.094856437899999	14.0680846875	10.827231545799998	45.909873895	51.4201813691	51.88573726600001
ENSMUSG00000020598	31.385265010555703	3.35809719672287	0.606893204689477	2.76927642994854e-12	2.37234680832258e-09	NRCAM	0.308412746659	0.299549470715	0.444650520448	0.0200663082085	0.0141117839961	0.0310747280625
ENSMUSG00000058454	944.586804906447	0.8251437700803641	0.125291015722772	1.3416601033234e-11	1.0888630943814201e-08	TM7SF2	24.979935152800003	27.0526555956	27.535543056399998	14.447542316300002	14.8799061954	15.129275027
ENSMUSG00000004655	2238.7689441666002	1.16945997807031	0.183280551475568	3.30278283182371e-11	2.54644556333608e-08	AQP1	76.90502922479999	77.8358540637	78.955254651	34.4525450125	32.4793532899	33.7003474056
ENSMUSG00000040035	442.820393644735	1.72428449656548	0.281202282118014	6.39470654169926e-11	4.69554166061917e-08	DISP2	5.65478603273	6.533145273150001	7.13620701795	2.01030126539	1.88680472759	1.45596309636
ENSMUSG00000016496	340.692468078802	-1.5211257088890502	0.24824280900280105	8.4712837632371e-11	5.9375998013234606e-08	CD274	1.87695240579	1.30574669009	1.70590971754	4.13904448586	5.00050403561	5.9604022367799985
ENSMUSG00000041889	256.20346010898	1.28013229702064	0.207420392853501	9.884854325130758e-11	6.62715016058766e-08	SHISA4	5.6517029432	5.58417678788	4.8898059726800005	2.15459565733	2.45468199147	1.70167184988
ENSMUSG00000017057	914.879010138828	-1.20831384151244	0.198189008695698	1.83741149754422e-10	1.1805368871721599e-07	IL13RA1	2.9778447118700004	2.53517502459	2.95033792182	6.903977675269999	6.85111906349	6.68747904467
ENSMUSG00000038094	16.1928752962748	2.38716612391684	0.429175739781832	7.32677378900464e-10	4.5191540730580595e-07	ATP13A5	0.942888162461	0.8882085598180001	0.8468350011169999	0.14340923620100002	0.100853637016	0.152682648052
ENSMUSG00000038418	1286.0688847319802	-1.62560466274627	0.293014599868644	2.313390881940089e-09	1.3427595153712601e-06	EGR1	16.874166524	8.36251132245	9.208451575739998	30.440374747899998	30.812394278699998	56.397492082
ENSMUSG00000026675	1023.02200045129	1.02189335719456	0.17850649357423606	2.3511353381987093e-09	1.3427595153712601e-06	HSD17B7	16.6984058758	16.5538297547	18.2507249612	8.0715114939	9.0705786483	7.435962773119999
ENSMUSG00000020154	913.992158526341	-1.6475841741914	0.29854084225710703	2.64756202185794e-09	1.45805022775176e-06	PTPRB	0.496650157111	0.761648284841	0.646050799354	2.33423452763	2.4668374593	1.80740030569
ENSMUSG00000072620	568.320397281281	1.64791722831445	0.29906935699756104	2.77734680407609e-09	1.47678233513287e-06	SLFN12L	5.863203094659999	4.29229633355	4.802733041130001	1.5827300599399998	1.18798493134	1.5554544770299998
ENSMUSG00000038624	31.5087009520852	-1.40199879008671	0.25600229004665	4.8200650428944494e-09	2.4775134320477507e-06	NEPNP	1.790482938	1.69145522016	1.74255179586	4.96488378059	5.178870161590001	4.703379623469999
ENSMUSG00000041939	1003.16136182425	0.982489575592998	0.175793944694813	5.12619560455534e-09	2.54986891039494e-06	MVK	32.5328624277	30.8819169141	31.6821933873	16.1092659547	14.8832953869	15.7936260849
ENSMUSG00000033032	310.649348316292	-1.03018865527627	0.185331729115796	5.8024639700223495e-09	2.79606232555452e-06	AFAP1L1	2.59176556101	2.45220181657	2.69648865027	5.25003141835	5.445108068380001	5.773132275009999
ENSMUSG00000036006	445.0843248769661	-1.33492333104573	0.260320290142654	3.3884101550878707e-08	1.58331165428651e-05	RIPOR2	0.444184748968	0.4302722160320001	0.554190783633	1.3456592235799998	1.3051940703799998	1.25872596767
ENSMUSG00000019916	1781.64888406001	-1.01598660844111	0.19717382017524	4.55309258149932e-08	2.01177458083285e-05	P4HA2	10.8078363674	9.25079943269	10.1488263763	21.9851892571	21.064303598800002	20.616933004
ENSMUSG00000032531	1400.43519797629	-0.755249943594258	0.15113837844581698	4.56628471654667e-08	2.01177458083285e-05	AMOTL2	5.01723747698	5.18894102396	5.32375337381	8.523217670900001	8.56862934011	9.925880231779999
ENSMUSG00000063354	1225.87493441087	1.04478260967469	0.203814775805704	5.08838230028823e-08	2.1795237519567894e-05	SLC39A4	49.468812885	54.204950859600004	54.766257188400004	25.3692271479	27.362228859899997	20.8689294584
ENSMUSG00000002565	422.456637197348	-1.48898683442201	0.302006356387518	6.968836377948001e-08	2.90430964724211e-05	VIL1	4.14125034265	4.57617703407	4.15078719815	12.294034095	13.7537169133	14.043235078099999
ENSMUSG00000020140	70.8266638322679	-1.71659247058375	0.3540584162743621	7.51642089319008e-08	3.0497191584393403e-05	LGR6	0.15158318125	0.241649063635	0.231580423431	0.824221621035	0.914047895926	0.650468681783
ENSMUSG00000026687	1720.6789341782098	0.703252031692719	0.147576744798955	7.713297482434139e-08	3.0497191584393403e-05	ALDH9A1	43.2860102265	47.1861450575	46.08855603470001	28.5863507615	28.0431583231	25.4566848685
ENSMUSG00000046949	593.7577547714088	0.654848629523475	0.141764003375898	8.34695444394396e-08	3.2177509381404e-05	NQO2	10.6690218451	9.07139426707	9.17057117063	6.0282340682700015	5.68689270523	6.2465833452
ENSMUSG00000032372	425.058046566753	-0.7923274343978821	0.16189212419858498	8.84805735856497e-08	3.32773279192858e-05	TMEM256-PLSCR3	4.56134877259	2.9209595533	3.13516421211	6.55750054309	5.68015645805	6.56357135112
ENSMUSG00000029581	674.457134231679	1.40781255032067	0.287419473121507	9.107538061191091e-08	3.34376754532302e-05	FSCN2	2.54142864066	3.73446043823	4.03875104169	1.43895308627	0.878802775781	1.27544624033
ENSMUSG00000021822	293.349260221622	-1.26408866773115	0.258367725718776	1.15386185704024e-07	4.13780228733966e-05	PLAU	0.5537300985679999	0.659111658559	0.900099633829	2.31296104364	1.89264139111	1.30553646247
ENSMUSG00000023832	2294.16069363782	0.822665682031818	0.17026177492963598	1.3173401739966e-07	4.6166785188699e-05	ACAT2	71.3852600325	56.9674600571	64.7232906663	35.2955837723	34.0034536657	36.9940494287
ENSMUSG00000032204	22.515237996889	2.47431695463596	0.575792841981732	1.4441746412373e-07	4.94870510397314e-05	AQP9	0.844593604955	0.61087761709	0.8296302364	0.0915865495808	0.1159360887	0.0425493383163
ENSMUSG00000001270	904.569979323155	-1.27371445630727	0.264828195266464	1.63975776276441e-07	5.4967531960494e-05	CKM	7.584199137330001	6.43240078131	6.708854574369999	19.361136321900002	17.5319342974	17.1140175207
ENSMUSG00000027605	765.175880055479	0.9174716990067828	0.19085941764416695	1.90620897476879e-07	6.186964269779189e-05	ACSS2	25.796807758099998	27.5863123859	27.6696726027	13.795055906199998	13.560356945399999	14.1967594496
ENSMUSG00000062070	18342.4043648881	-1.21809762778819	0.254360705017134	1.9259032746394398e-07	6.186964269779189e-05	PGK2	244.150954201	240.39758078900002	258.20116624	654.308412025	665.102947739	530.677212658
ENSMUSG00000030790	255.35263470101899	-2.39140778280814	0.571940766942318	2.5980528150618e-07	8.175858510064041e-05	ADM	0.186674765604	0.243032605936	0.106471459905	1.45747804081	1.61434747971	1.31191242222
ENSMUSG00000044313	52.0646590441435	-1.40932868036384	0.303042283095771	2.65105658562388e-07	8.175858510064041e-05	MAB21L3	0.437568168953	0.434035586286	0.353558262724	1.26689578716	1.24633467661	1.05811283143
ENSMUSG00000037762	231.29568254084305	1.0466318479815502	0.223688288936154	3.414555562097089e-07	0.000101722425497584	SLC16A9	6.01027140694	6.873999597	6.81661127882	3.42503459191	3.08671604991	2.55281869442
ENSMUSG00000006494	1600.78310397324	-1.13378285033596	0.242929404044832	3.43032822689647e-07	0.000101722425497584	PDK1	10.2289850924	10.1730857479	10.2041138309	24.7913219958	25.348302209299998	21.3174851992
ENSMUSG00000033730	162.037179101885	-1.3909718874958998	0.30359777725071097	3.5692695001621e-07	0.000103845539042452	EGR3	5.240867677830001	3.47630779556	4.25904637546	10.3011583562	11.6589047957	15.827767898800001
ENSMUSG00000047641	267.661293425338	-1.5386746792141102	0.34654908829096004	5.01893988701184e-07	0.00014331861677356	KRT87P	4.00727133742	6.21081213652	4.640050712240001	15.504860521500001	12.084030377000001	22.357160676
ENSMUSG00000079092	1386.28061384586	1.9244709169913	0.455487418101159	6.10909183489724e-07	0.000170463229265765	PRL	212.740822635	92.4151754113	125.30862011	25.9605639533	24.4421506922	38.2535112584
ENSMUSG00000037161	156.552384936321	-2.5195294356828	0.699443122496323	6.19062311211596e-07	0.000170463229265765	MGARP	0.337959669711	0.244439451701	0.160631688785	2.85853417483	2.93811018807	2.38362501625
ENSMUSG00000034488	122.19832269157601	-1.89440457495824	0.44837103714234	6.39734886851587e-07	0.000173065122021956	EDIL3	0.19520626232	0.163375582378	0.215716344146	0.8572997127399999	1.09527296386	0.7633793032430001
ENSMUSG00000001844	470.9664236757569	0.456749802426749	0.125095791566712	6.581518098219439e-07	0.00017497760185266202	ZDHHC4	23.398669116799997	21.0869220844	24.2499678088	16.6349106593	15.5502962178	15.999908169000001
ENSMUSG00000000142	112.193473689729	-1.6618878313762098	0.385575759679269	6.720092511520821e-07	0.000175633604284154	AXIN2	0.182730932528	0.113284816315	0.0607962033376	0.439894927459	0.351164788231	0.497108114555
ENSMUSG00000023034	289.42788881701597	-1.21196096079314	0.272245224010384	7.06319452542606e-07	0.00018152409930345	NR4A1	3.81770268411	2.82845719635	2.64704661281	5.691174863890001	7.36405822369	10.343023523300001
ENSMUSG00000031349	1391.55963644665	0.678052226533296	0.165148022937001	7.19525361787721e-07	0.000181886575061748	NSDHL	59.7948205373	43.918663073299996	46.3338698064	30.3230054289	27.4529135744	33.210857616300004
ENSMUSG00000022707	326.590407438123	-0.978080486909066	0.22248415698083104	8.99322401273428e-07	0.00022367018431671402	GBE1	2.8074204973900003	2.8821186342500003	2.8140515206200005	5.81888544802	6.038105087409999	5.81312957205
ENSMUSG00000031788	1027.66792264372	-0.4934556714809529	0.137184346403387	9.5923365928495e-07	0.00023478385755831602	KIFC3	9.6818984913	9.34325578031	9.31211444056	12.9701223099	14.1365054904	14.667289876500002
ENSMUSG00000021069	122.78555878377199	-2.82423530475136	1.19779910389101	1.0845665971614799e-06	0.000261312764503595	PYGM	0.0346895620574	0.0	0.012365919892	0.355479478704	0.357133784822	0.373551050877
ENSMUSG00000025791	1638.23373960349	-0.9512517487707192	0.226754583588828	1.62127358213103e-06	0.000384615979022468	PGM5	19.849084172999998	18.439158068599998	21.3663490629	41.814686831399996	40.9333353416	39.0997303975
ENSMUSG00000025194	11.3612646261215	2.47574099169188	0.836014218731525	1.7227537050972901e-06	0.000402497911100002	ABCC9	0.349116928023	0.3847760348830001	0.30882294322	0.0189288757636	0.0465915658983	0.0146566488657
ENSMUSG00000057666	44320.249069235986	-0.74628493148194	0.19306577544286	2.33594053127374e-06	0.000537614970033449		934.924543184	775.377925267	839.76927153	1468.3098226	1433.01570957	1568.45895277
ENSMUSG00000024968	351.38285428483	-1.01963449246271	0.25401492820147803	2.79323390134829e-06	0.0006334068640998629	RCOR2	2.4456327021	2.60162766664	2.1530916342900004	4.430062002840001	4.95932727399	6.30037060575
ENSMUSG00000027187	1517.4737165006302	0.326748839682807	0.0901943254523022	2.9808667068798693e-06	0.000666158907537501	CAT	51.875724300200005	45.8768389083	49.048585972299996	39.3665488159	36.3337771336	36.2221800604
ENSMUSG00000045414	280.998771032089	-0.935935865089086	0.23635314222448106	3.02913334451543e-06	0.0006672748024632558	DIPK2A	1.95758028882	2.0647663457700003	2.14499559508	4.4620966955800005	4.36885827586	3.67839029745
ENSMUSG00000029875	151.015623846501	-1.4780355453466498	0.386316330894899	3.2566515390860003e-06	0.000707289672291635	CCDC184	1.06955262869	1.07749474066	0.7943072631360001	3.5881557391600003	2.33987799457	3.66232148228
ENSMUSG00000026837	3136.11636724398	-0.812344989341755	0.21247050007230495	3.3642288496697107e-06	0.000720505678637596	COL7A1	7.6861769121	10.1100027614	9.17268219704	16.3462161413	17.7328012901	15.7872926792
ENSMUSG00000010830	220.424176150149	-1.20330721366967	0.3104229623858449	3.7520580311759596e-06	0.000792558011516895	KDELR3	1.94516689986	1.91126066337	1.1251412939399998	3.725124214630001	4.00515184314	4.86737047101
ENSMUSG00000051243	73.04761598794859	-1.4695793696396002	0.392270928644974	3.95013560164492e-06	0.000823122851045468	ISLR2	0.217085876616	0.437395756044	0.266549802887	0.988700534773	1.15471320508	0.847575304156
ENSMUSG00000009905	847.5107848906599	0.428363315258916	0.135427681804643	4.61581978143799e-06	0.0009387185423561787	KDSR	12.5459786469	11.728119586300002	12.283773252000001	8.783893685339999	8.30745737435	8.70960203002
ENSMUSG00000021250	1251.9629017898899	-1.64596871975868	0.461116840925536	4.62662835402527e-06	0.0009387185423561787	FOS	50.9108488826	21.725856655999998	23.2383557816	90.21861669959999	84.0946379254	203.45784605400002
ENSMUSG00000018340	1586.1383109774201	-0.7670665273775209	0.21127681498886605	4.76350535072386e-06	0.000953938344261843	ANXA6	10.8419863864	13.5917201916	13.571688993699999	24.438522163000002	24.8783211204	18.6943141968
ENSMUSG00000021831	3166.581534375769	-1.09877490969392	0.291368750736464	5.04632590352169e-06	0.0009976198132346733	ERO1A	18.109948028599998	16.2286082749	16.851949457699998	40.0657014404	37.9184307509	41.815620149000004
ENSMUSG00000026580	58.0950939598664	1.81428297116828	0.5397702852549939	5.30674117574615e-06	0.0010358221383545	SELP	2.15854235946	1.3756295845	1.51740411771	0.412485786419	0.295263836527	0.342201630147
ENSMUSG00000002055	1172.75298358244	-0.678909768665117	0.197498786549943	5.47671290249778e-06	0.00105563641195645	SPAG5	16.034627576600002	11.087106573900002	12.7834915877	20.7175985207	20.6726344664	25.8633914381
ENSMUSG00000046731	1159.72395692854	-1.13387430461391	0.305210417422351	5.65194909155659e-06	0.00107596364187411	KCTD11	2.93624097302	2.45438432296	2.5520491458200003	7.3250316823800015	5.92692236462	5.871227116919999
ENSMUSG00000037860	94.27799312678472	1.17987525836476	0.32037497698119605	5.92287106879255e-06	0.00111378868147294	PYHIN1	2.3763388618900003	1.59787854333	1.53781691208	0.463836354305	0.733942005695	1.01528656248
ENSMUSG00000020256	378.695758978588	1.42086513808445	0.405343970545774	6.92039107016189e-06	0.00128569193134815	ALDH1L2	3.40976465833	3.7073287871800007	4.83127277806	1.59664821046	0.983975572797	1.22977965622
ENSMUSG00000024747	429.4462270500551	1.69418600265891	0.515666378533556	7.316421528023558e-06	0.00134308595193004	ALDH2	44.03337861600001	42.5364197081	44.4845592812	10.737436844200001	10.5768299185	9.59527739348
ENSMUSG00000004558	876.519628021065	-0.852144708188997	0.2444490998886	8.24407441925311e-06	0.0014955720887633304	NDRG2	10.0807835174	9.53105022047	10.9435581911	21.578546871999997	19.2704555656	17.9445965815
ENSMUSG00000074625	132.017197252421	-0.919183594344868	0.266773450034124	9.74068370708019e-06	0.00174652724143229	ARHGAP40	4.7046876171199985	4.129498785280002	3.88470626084	9.01907231198	7.364158110269999	9.55013207125
ENSMUSG00000057967	81.9388873103437	-1.96381021766802	0.724447005371006	9.96106068768943e-06	0.00175781000286567	FGF8	0.0477859897217	0.044437690377699984	0.204413438215	0.792822424134	0.541159628272	0.866658714141
ENSMUSG00000037994	21.211974508702603	-2.10388938835704	0.9661630488313008	1.00688190843391e-05	0.00175781000286567	SLC9B2	0.0264099668386	0.0982378254456	0.0	0.231972650007	0.489409595811	0.568786129376
ENSMUSG00000022555	620.4740245436519	0.442379477044468	0.15129672623157	1.01455959957876e-05	0.00175781000286567	DGAT1	26.4700467155	26.8647021554	25.5542782527	16.873511995	17.4317605683	20.657106529300002
ENSMUSG00000004207	15225.6077157633	0.46355040749613	0.1589688706388	1.0370160969442698e-05	0.00176926850817705	PSAP	329.459813716	331.912317803	323.15841233599997	219.249513279	224.144959275	231.024931283
ENSMUSG00000052512	877.872171879756	-1.24532090666506	0.368583736746498	1.04412084464405e-05	0.00176926850817705	NAV3	0.981325011513	1.84218709164	1.43195975566	3.81746043264	4.52268898229	3.2226884631800004
ENSMUSG00000027533	201.84020277092202	2.07465748626495	1.07636639334126	1.15388289435554e-05	0.00193400806858287	FABP5P3	0.496838520683	0.32788922128000003	0.262808259199	0.031283114217500005	0.0165000661549	0.0363338234851
ENSMUSG00000042328	397.698177734202	0.420275511963664	0.145510678905036	1.18978162208327e-05	0.0019727346895187198	HPS4	9.867142588	10.7194868432	11.271094209500001	7.37377137643	6.96390594777	8.19497711917
ENSMUSG00000029592	548.08024929237	0.298278577660319	0.0887375771025747	1.30360667631147e-05	0.00210737141392298	USP30	10.4191313568	11.0773199213	10.4127793205	8.12580747264	8.001406635750001	8.705043194229999
ENSMUSG00000030695	18418.08434077	-0.550000677649916	0.188977855209703	1.30884833258056e-05	0.00210737141392298	LOC112694756	429.838833744	375.886919022	411.26268226699995	637.947500572	619.914345375	639.739739771
ENSMUSG00000042842	2250.24762940691	-0.6875172158692751	0.221890197826631	1.322407492778e-05	0.00210737141392298	SERPINB6	41.7199799677	31.1826142681	34.6368457576	60.2548870244	59.0549782233	64.91344903699999
ENSMUSG00000022253	1191.81343864102	-0.377470868346097	0.128670396079433	1.3256486845040801e-05	0.00210737141392298	NADK2	20.7749206184	21.5046271973	21.503340647199998	30.5756983927	27.9304648774	30.0742417214
ENSMUSG00000029171	691.716990917962	0.321315170636892	0.101992552014739	1.48819759771501e-05	0.00234163336293525	PGM2L1	18.9363445303	17.1444965748	17.6856588494	14.6404188201	12.5118612246	13.627954127799999
ENSMUSG00000021109	3261.8507468222997	0.4065901894794369	0.147864057024382	1.90408642728496e-05	0.0029657588594680893	HIF1A	32.3193925895	34.1717749162	34.8450052874	25.4201725462	22.913534290500003	23.372885655700003
ENSMUSG00000072437	132.717227003106	-0.778331807989657	0.257448621936703	1.93039640643863e-05	0.00297667125872837	NANOS1	0.726828919297	0.639033677364	0.650094074322	1.22523539145	1.29248417364	1.19835926096
ENSMUSG00000059336	1327.61631187387	1.1502102050669	0.37857266258731	2.04748733213072e-05	0.00312596580806491	SLC14A1	17.7280415326	12.140546759500001	13.6991583776	5.9698936831300005	4.66485908513	6.548534725980001
ENSMUSG00000046169	46.8675964650773	1.65072167386994	0.6355657242130239	2.17841596371049e-05	0.0032285132896966	ADAMTS9	0.322867595424	0.270220231699	0.329935667695	0.0420135727235	0.0886390944992	0.0731950977466
ENSMUSG00000028179	412.360523895492	1.05195542957944	0.347137324103962	2.1793646150645802e-05	0.0032285132896966	CTH	17.7560100189	10.5824870725	11.476772779300001	5.19030816352	4.38603576705	7.61639016653
ENSMUSG00000035504	181.66879784611197	1.01496932922551	0.335129094502537	2.2063518622183998e-05	0.0032285132896966	REEP6	8.17919543639	9.00491154033	9.11565433893	4.10592290913	3.9925228009800007	3.59660422555
ENSMUSG00000053646	595.1072100467442	-1.17266475607406	0.39301707441341	2.20918297884695e-05	0.0032285132896966	PLXND1	0.404490947433	0.6456285657590001	0.632716187829	1.390504585	1.77137692528	1.25231226392
ENSMUSG00000079620	62.7248231485212	-1.86969950422785	0.91232872010774	2.21934117190557e-05	0.0032285132896966	MUC4	0.0552227558796	0.145501221912	0.0951464163509	0.8892593473270001	0.890690455916	0.605093321432
ENSMUSG00000002847	375.21691880611803	-0.9260023715839008	0.308009854957954	2.28362548250169e-05	0.00329098177010991	PLA1A	9.86858230942	7.708767495580001	6.397871105499999	14.279885003299999	12.9504099351	23.2374515787
ENSMUSG00000021835	172.275065953896	-0.8825314583149829	0.29535408837404103	2.3159233809102104e-05	0.0033066239382995802	BMP4	1.91088393783	1.51979484678	1.64917275831	3.50899842747	3.54628311371	3.16352475033
ENSMUSG00000029482	2990.84081708581	0.483877226236683	0.184447709762607	2.49528593694122e-05	0.00351021439398049	AACS	57.67599400979999	55.972486284700004	56.554216383100005	39.020815399499995	38.0633871057	36.4635422976
ENSMUSG00000029372	43.1125501806026	-1.678224407799	0.6874314965888021	2.50916722023615e-05	0.00351021439398049	PPBP	0.816874946521	0.5808993636590001	0.239807246498	1.7820368082299998	2.7702999960400003	3.4314268463
ENSMUSG00000052302	71.0015681665041	-1.5048715259215502	0.5658799374535389	2.5268080267952898e-05	0.00351021439398049	TBC1D30	0.14590218896600002	0.22047840898	0.214542517388	0.587370565208	0.882473754294	0.764893701714
ENSMUSG00000097439	27.1122386839192	-1.22044252996943	0.425932740801788	2.57833068851618e-05	0.0035498088586535296	ZNF845	0.324815889693	0.232351139866	0.338458263852	0.853470229724	0.951760676817	0.6797241431569999
ENSMUSG00000006800	1755.81945477584	1.07202089937657	0.372209697098477	2.7886002423522304e-05	0.0038053288262895	SULF2	19.1945678418	29.9987592779	26.7070173885	11.4675358754	11.0470680909	9.2475133974
ENSMUSG00000037185	294.00811289061903	-1.0730439760964	0.375013921543337	2.87545555017262e-05	0.00387090281840429	KRT80	2.2525141107700004	1.98586878115	1.91876695217	4.45377027015	5.330674698459999	5.04020177779
ENSMUSG00000024799	1443.26030529979	0.954266141119718	0.331719570302593	2.88686007857648e-05	0.00387090281840429	TM7SF2	128.422518687	153.540704353	148.662197407	66.94377610020001	70.1187604377	63.065476046099995
ENSMUSG00000094845	74.71833094187791	-1.7719621373895902	0.862965960855634	2.9244881166070398e-05	0.00388755230673109	TMEM95	0.586390789128	0.0	0.348388251571	2.38452739728	1.91170822972	1.99404949906
ENSMUSG00000031987	2285.7070329687303	-0.9216510093793532	0.325789572758224	3.12770725357386e-05	0.00412215776496658	EGLN1	10.438173109600001	15.679134241400002	14.1995518621	27.2040453205	31.4939367971	26.6090730451
ENSMUSG00000044367	532.850791261972	-0.29574766778806394	0.0975207667994963	3.19410871846062e-05	0.00417399630836125	SLC16A13	14.4553090915	14.719954212200001	13.653460839200001	17.2493188358	18.449381753900003	20.1504571366
ENSMUSG00000090958	91.959149884925	-1.69679663130571	0.7889412270073101	3.27083825440998e-05	0.00423834671285731	LRRC32	0.054383636193699986	0.0379297865471	0.048465853179	0.33172230756	0.15396891703	0.323634703869
ENSMUSG00000044005	144.573763217008	-0.8380235682554309	0.302464320663416	3.3572830538765396e-05	0.00431410872423135	GLS2	1.10931098565	0.919046737566	1.17913107267	1.83062753921	1.97263324908	2.58342946177
ENSMUSG00000021670	5350.91385812736	0.496732157421119	0.198262620092422	3.4610841255528e-05	0.004410736960002	HMGCR	81.27376337310001	71.8818656644	75.3772821099	52.2039814031	49.708438621499994	48.24270421399999
ENSMUSG00000001467	8750.80358831843	0.6320052452129471	0.244339391883623	3.66809328355559e-05	0.00463622937970715	CYP51A1	160.58455710200002	158.675111389	169.097181736	101.565289748	102.58677508299999	87.0470325905
ENSMUSG00000048503	91.530567767008	-1.12407203097603	0.427929848022366	4.057838088455821e-05	0.00508714335967388	TLCD5	1.20101210625	0.675630644502	0.856258690761	2.2718959489	2.2439429968	2.53785528388
ENSMUSG00000008206	84.69289978586549	-1.4447140354802	0.6120742810856371	4.13903324462791e-05	0.00511932991894553	CERS4	0.169790303955	0.234293325647	0.2733422968	0.887331090071	0.778148344158	0.937466331776
ENSMUSG00000036902	287.585923776312	-0.7622002064042389	0.290579323076759	4.1499107643851505e-05	0.00511932991894553	NETO2	1.4338352316999998	1.51401825098	1.80707309355	2.97925658342	3.2475365499799995	2.66335345748
ENSMUSG00000047787	110.67519835547701	-1.42757417780359	0.612658792764114	4.4181160107516996e-05	0.005349473129707021	FLRT3	0.221435333836	0.329471457588	0.397836906633	1.1842786453	1.32223008369	1.08432184742
ENSMUSG00000027833	30.63360377711	-1.37033750738397	0.5735187424129771	4.4274371436415e-05	0.005349473129707021	SHOX2	0.27468362485	0.291927904727	0.293752543915	1.1680488003799998	0.969567592458	0.8451151185060001
ENSMUSG00000066441	1725.3958984112198	0.492401498078313	0.204820578352244	4.465066944320821e-05	0.005349473129707021	RDH11	45.468295973800004	37.3854479867	39.4147585227	28.211605335799998	25.665372368499998	26.256411429699998
